1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
334,,,None,0,None,0,0,None,,334,Fa,5000,,,0,3,1,0,1946,1950,39300
707,,,Av,0,Unf,707,403,Fin,,1414,Gd,9056,,,35,5,8,707,2004,2004,178000
820,,,Gd,969,GLQ,148,0,None,,1347,TA,7000,,,0,7,5,1117,1910,1991,107500
880,,,Av,0,Unf,880,527,Fin,,1724,Gd,8924,,,155,5,7,880,1998,1999,188000
864,,,No,600,BLQ,264,576,Unf,,864,TA,12735,,,0,5,4,864,1972,1972,111250
1159,,,No,673,BLQ,378,336,Unf,,1159,TA,11553,,,0,5,5,1051,1968,1968,158000
1601,,,Av,1358,GLQ,223,670,RFn,,1601,Gd,11423,,,0,5,8,1581,2001,2002,272000
1838,,,Av,1260,GLQ,578,765,Unf,,1838,Ex,14601,,,68,5,9,1838,2006,2006,315000
997,,,No,0,Unf,969,648,Fin,,2285,Gd,11000,,,56,5,8,969,2000,2000,248000
1680,,,No,144,LwQ,379,583,Fin,,1680,Gd,10140,,,73,5,7,1650,1998,1999,213250
767,,,Av,584,GLQ,0,367,Fin,,767,TA,4058,,,40,5,7,723,1998,1998,133000
664,,,Av,554,GLQ,100,426,RFn,,1496,Gd,17104,,,24,5,7,654,2006,2006,179665
1377,,,No,1002,GLQ,0,786,Unf,,2183,Gd,13837,,,0,5,7,1204,1988,1988,229000
915,,,No,300,Rec,765,440,Unf,,1635,TA,8737,,,38,7,6,1065,1923,1950,210000
768,,,Av,619,ALQ,149,624,Unf,,768,TA,7244,,,0,7,5,768,1970,1970,129500
825,,,No,180,LwQ,0,720,RFn,,825,TA,8235,,,50,7,5,825,1955,1995,125000
912,,,No,0,Unf,912,615,Fin,,2094,Gd,9375,,,182,5,7,912,2003,2004,263000
1069,,,No,559,ALQ,510,440,RFn,,1069,TA,4043,,,55,6,6,1069,1977,1977,140000
928,,,No,308,Rec,620,288,Fin,,928,TA,6000,,,0,6,5,928,1957,1957,112500
1717,,,Av,0,Unf,1709,908,RFn,,1717,Gd,11146,,,39,5,8,1709,2006,2006,255500
1126,,,None,0,None,0,520,Fin,,1126,Gd,8777,,,96,5,4,0,1949,2003,108000
1006,,,No,866,GLQ,132,871,RFn,,2046,Gd,10625,,,62,5,7,998,2003,2004,284000
1048,,,No,0,Unf,993,280,Unf,,1048,TA,6380,,,0,6,5,993,1922,1950,113000
1092,,,No,895,Rec,197,299,Fin,,1092,TA,14850,,,0,5,5,1092,1957,1957,141000
897,,,No,637,Rec,0,570,Unf,,1336,TA,11040,,,47,6,4,637,1920,1950,108000
729,,,Gd,604,GLQ,125,406,Unf,,1446,TA,21872,,,22,5,7,729,1996,1997,175000
1557,,,Gd,0,Unf,1374,420,Fin,,1557,Gd,3196,,,20,5,7,1374,2003,2004,234000
1392,,,No,1302,Unk,90,528,Unf,,1392,TA,11341,,,0,6,5,1392,1957,1996,121500
1389,,,Av,1071,ALQ,195,418,RFn,,1389,TA,10010,,,38,5,5,1389,1974,1975,170000
996,,,No,290,BLQ,706,0,None,,996,TA,13907,,,0,6,5,996,1940,1969,108000
1163,,,Mn,0,Unf,1163,396,Fin,,1674,TA,21780,,,36,7,6,1163,1918,1950,185000
1166,,,No,728,GLQ,367,590,RFn,,2295,Gd,13346,,,40,5,7,1095,1992,2000,268000
841,,,No,0,Unf,806,216,Unf,,1647,Fa,6858,,,66,4,6,806,1915,1950,128000
1134,,,No,0,Unf,1122,656,Fin,,2504,Ex,11198,,,39,5,9,1122,2005,2007,325000
1535,,,No,2,GLQ,1515,532,RFn,,1535,Gd,10171,,,0,5,7,1517,2004,2004,214000
1496,,,Gd,1441,GLQ,55,612,Fin,,2132,Gd,12327,,,40,8,8,1496,1983,2009,316600
943,,,Gd,943,GLQ,0,600,Unf,,943,TA,7032,,,0,5,5,943,1979,1979,135960
1728,,,No,231,LwQ,1497,576,Unf,,1728,TA,13101,,,0,5,5,1728,1965,1965,142600
864,,,No,414,Unk,450,288,Unf,,864,Gd,7332,,,0,6,6,864,1959,1959,120000
846,,,Av,0,Unf,846,650,RFn,,1692,Gd,13159,,,114,5,7,846,2009,2009,224500
774,,,No,0,Unf,384,400,RFn,,1430,TA,9967,,,0,5,7,384,2000,2000,170000
576,,,Av,349,ALQ,23,288,Unf,,1109,TA,10500,,,0,7,5,372,1971,2005,139000
832,,,No,442,Rec,390,336,Unf,,1216,TA,8480,,,0,5,5,832,1947,1950,118500
877,,,No,0,Unf,861,216,Unf,,1477,TA,6292,,,50,7,7,861,1928,1950,145000
1320,,,Av,328,LwQ,285,564,Unf,,1320,TA,11777,,,68,6,5,1164,1966,1966,164500
703,,,No,0,Unf,689,540,Unf,,1392,Gd,3604,,,102,5,7,689,2007,2007,146000
1050,,,No,0,Unf,1050,352,Unf,,1795,TA,12150,,,0,5,5,1050,1954,1954,131500
1429,,,No,594,BLQ,331,572,Unf,,1429,Gd,14585,,,110,6,6,1144,1960,1987,181900
2042,,,No,0,Unf,2042,1390,RFn,,2042,Ex,12704,,,90,5,8,2042,2008,2009,253293
816,,,Av,816,GLQ,0,0,None,,816,TA,11841,,,32,5,6,816,1990,1990,118500
1521,,,No,0,Unf,1237,880,Unf,,2775,Gd,13500,,,502,9,10,1237,1893,2000,325000
989,,,No,0,Unf,884,240,Unf,,1573,Gd,6120,,,0,7,4,884,1935,1995,133000
2028,,,Gd,1460,GLQ,408,880,RFn,,2028,Gd,11443,,,66,5,8,1868,2005,2006,369900
838,,,Mn,210,Rec,0,275,Fin,,838,Fa,10267,,,0,7,6,816,1918,2000,130000
860,,,Av,672,ALQ,168,528,Unf,,860,TA,8740,,,0,6,5,840,1982,1982,137000
1473,,,Gd,1324,GLQ,113,452,Unf,,1473,Ex,25095,,,48,8,5,1437,1968,2003,143000
779,,,No,0,Unf,742,308,Unf,,935,TA,9100,,,0,6,5,742,1930,1960,79500
770,,,No,490,GLQ,280,520,RFn,,1582,Gd,8320,,,45,5,7,770,2004,2004,185900
1728,,,Gd,1338,GLQ,384,842,RFn,,2296,Ex,13478,,,274,5,10,1722,2008,2008,451950
816,,,No,816,Unk,0,816,Fin,,816,TA,6600,,,0,8,5,816,1982,2003,138000
848,,,Av,685,GLQ,163,420,Unf,,848,Gd,4435,,,0,5,6,848,2003,2003,140000
924,,,No,0,Unf,924,280,Unf,,924,TA,7990,,,0,6,5,924,1975,1975,110000
1826,,,Gd,1422,GLQ,392,758,Unf,,1826,Gd,11302,,,75,5,8,1814,2005,2006,319000
684,,,No,0,Unf,684,216,Unf,,1368,TA,3600,,,158,7,6,684,1910,1993,114504
1402,,,Av,0,Unf,1258,648,Fin,,1402,Gd,3922,,,16,5,7,1258,2006,2007,194201
1647,,,Mn,1283,ALQ,0,621,Fin,,1647,Gd,12984,,,0,6,5,1430,1977,1977,217500
716,,,No,81,Unk,23,452,Fin,,1556,TA,1950,,,0,6,6,716,1980,1980,151000
1058,,,Av,546,GLQ,512,736,Fin,,1904,Ex,10927,,,60,5,8,1058,2005,2005,275000
780,,,No,0,Unf,780,544,Unf,,1375,Gd,9000,,,162,6,6,780,1937,1950,141000
927,,,Mn,789,GLQ,119,506,Fin,,1915,Gd,10041,,,150,5,8,908,1992,1992,220000
600,,,No,0,Unf,600,480,RFn,,1200,Gd,3182,,,172,5,7,600,2004,2005,151000
1494,,,Mn,922,GLQ,572,530,RFn,,1494,Gd,12803,,,36,5,7,1494,2002,2002,221000
1186,,,No,454,BLQ,314,486,Unf,,1986,TA,13600,,,42,6,7,768,1965,1990,205000
1040,,,No,732,GLQ,308,576,Unf,,1040,Gd,12464,,,0,5,5,1040,1996,1996,152000
1112,,,No,603,GLQ,293,230,Unf,,2008,Ex,7800,,,0,8,5,896,1948,2002,225000
1940,,,Mn,428,BLQ,537,380,Unf,,3194,TA,12168,,,0,6,8,965,1934,1998,359100
1029,,,Mn,903,Rec,126,261,Unf,,1029,TA,7943,,,0,5,4,1029,1961,1961,118500
1476,,,Mn,904,GLQ,536,736,Fin,,2153,Ex,11050,,,142,5,9,1440,2000,2000,313000
1032,,,Av,605,ALQ,427,564,Unf,,1032,TA,10395,,,0,6,6,1032,1978,1978,148000
1299,,,Av,990,GLQ,309,531,RFn,,1872,Ex,11885,,,122,5,8,1299,2001,2001,261500
1120,,,No,206,ALQ,914,0,None,,1120,TA,8402,,,30,5,5,1120,2007,2007,147000
630,,,Av,150,LwQ,0,0,None,,630,TA,1491,,,24,6,4,630,1972,1972,75500
1054,,,Gd,763,GLQ,173,480,RFn,,1054,Gd,8800,,,0,7,6,936,1963,1963,137500
807,,,No,457,GLQ,326,393,Fin,,1509,Gd,7861,,,75,5,6,783,2002,2003,183200
832,,,No,0,Unf,832,528,Unf,,832,Gd,7227,,,0,6,6,832,1954,1954,105500
1828,,,Av,48,Unk,1774,774,Unf,,1828,Gd,11694,,,108,5,9,1822,2007,2007,314813
1482,,,Gd,871,GLQ,611,749,Fin,,2262,Gd,12244,,,0,5,8,1482,2003,2003,305000
864,,,No,41,BLQ,823,0,None,,864,TA,8248,,,0,3,3,864,1914,1950,67000
1548,,,No,956,ALQ,384,624,RFn,,2614,TA,10800,,,243,7,6,1522,1974,1997,240000
980,,,No,560,BLQ,420,484,Unf,,980,TA,7064,,,0,6,5,980,1977,1977,135000
756,,,No,420,GLQ,336,440,Unf,,1512,Gd,2117,,,32,5,6,756,2000,2000,168500
1012,,,No,247,Rec,485,484,RFn,,1790,TA,10400,,,0,5,6,732,1972,1972,165150
1116,,,No,0,Unf,1116,440,Unf,,1116,TA,10000,,,0,6,6,1116,1962,1962,160000
1422,,,No,0,Unf,978,286,RFn,,1422,TA,12342,,,0,5,5,978,1960,1978,139900
1520,,,Av,674,BLQ,350,364,RFn,,1520,TA,9600,,,0,6,6,1156,1955,1972,153000
1040,,,Av,650,Rec,390,504,Unf,,2080,Fa,11606,,,0,5,5,1040,1969,1969,135000
1350,,,Gd,624,GLQ,288,520,RFn,,1350,TA,9020,,,0,5,6,1248,1964,1964,168500
1089,,,No,0,Unf,636,240,Unf,,1750,Ex,9000,,,0,6,5,636,1880,1991,124000
1554,,,Mn,24,GLQ,1530,627,RFn,,1554,Gd,4590,,,73,5,8,1554,2006,2006,209500
1411,,,No,822,ALQ,564,544,Fin,,1411,TA,11900,,,0,5,7,1386,1977,1977,82500
1056,,,No,480,BLQ,108,260,Unf,,1056,TA,9250,,,0,7,5,1056,1954,2005,139400
1056,,,No,1056,GLQ,0,576,Unf,,1056,TA,6979,,,56,5,6,1056,1980,1980,144000
1440,,,No,256,LwQ,1184,0,None,,3395,Fa,10896,,,110,7,6,1440,1914,1995,200000
800,,,No,0,Unf,264,0,None,,800,Fa,6120,,,0,3,2,264,1936,1950,60000
811,,,No,0,Unf,811,256,Unf,,1387,Gd,6000,,,0,4,5,811,1954,1954,93000
796,,,No,0,Unf,796,0,None,,796,TA,8777,,,0,7,5,796,1910,1950,85000
1567,,,Av,1154,GLQ,366,648,Fin,,1567,Ex,3982,,,0,5,8,1520,2006,2006,264561
1518,,,Gd,1218,GLQ,300,588,RFn,,1518,Ex,12677,,,140,5,8,1518,2003,2004,274000
1057,,,No,738,Unk,319,650,Fin,,1929,Gd,7050,,,235,5,7,1057,2001,2001,226000
2000,,,Gd,1410,Unk,542,538,Fin,,2704,Ex,13860,,,111,7,8,1952,1972,1995,345000
780,,,No,493,Rec,0,462,Fin,,1620,TA,10793,,,0,5,5,780,1969,1969,152000
1766,,,Mn,1121,GLQ,645,478,Fin,,1766,Ex,9187,,,130,5,9,1766,2009,2009,370878
981,,,No,282,ALQ,664,576,Unf,,981,TA,10530,,,312,5,6,981,1971,1971,143250
1048,,,None,0,None,0,420,Unf,,1048,TA,7200,,,27,5,5,0,1950,1950,98300
1094,,,Mn,500,Rec,594,495,Unf,,1094,TA,10452,,,0,5,6,1094,1953,1953,155000
1051,,,No,0,Unf,756,442,Unf,,1839,TA,7700,,,124,5,6,756,1966,1966,155000
630,,,Av,131,BLQ,0,0,None,,630,TA,1936,,,0,6,4,630,1970,1970,84500
822,,,No,0,Unf,813,562,RFn,,1665,Gd,8125,,,0,6,7,813,2007,2007,205950
755,,,Mn,0,Unf,755,296,Unf,,1510,TA,9084,,,0,5,4,755,1940,1950,108000
909,,,No,0,Unf,880,512,RFn,,1716,Gd,8750,,,120,5,7,880,1996,1996,191000
756,,,No,0,Unf,756,216,Unf,,1469,TA,10320,,,0,7,6,756,1906,1995,135000
2113,,,Gd,1696,GLQ,413,839,Fin,,2113,Gd,10437,,,46,6,8,2109,1995,1995,350000
525,,,No,0,Unf,525,264,Unf,,1092,TA,1680,,,0,5,6,525,1971,1971,88000
1053,,,No,806,ALQ,247,312,RFn,,1053,Gd,10007,,,0,7,5,1053,1959,2006,145500
851,,,No,0,Unf,776,270,RFn,,1502,TA,7200,,,0,6,7,776,1931,2000,149000
912,,,No,0,Unf,912,330,Unf,,1458,TA,17503,,,0,5,6,912,1948,1950,97500
1486,,,No,637,BLQ,849,480,Fin,,1486,TA,9937,,,0,7,5,1486,1964,1999,167000
1142,,,No,0,Unf,793,550,RFn,,1935,TA,12384,,,113,7,7,793,1976,1976,197900
1686,,,No,1361,GLQ,88,711,RFn,,2448,Gd,46589,,,76,7,8,1629,1994,2005,402000
1392,,,No,0,Unf,1392,576,RFn,,1392,TA,13560,,,0,3,6,1392,1968,1968,110000
1181,,,Av,920,BLQ,38,588,RFn,,1181,TA,10012,,,0,5,4,1138,1972,1972,137500
2097,,,Mn,1721,Unk,356,1134,Fin,,2097,Ex,20896,,,267,5,8,2077,2005,2006,423000
1454,,,No,0,Unf,1406,504,RFn,,1936,Gd,11194,,,124,5,8,1406,2000,2000,230500
1465,,,No,187,LwQ,111,596,Unf,,2380,TA,18450,,,265,5,6,1021,1965,1979,129000
1679,,,No,1138,GLQ,270,575,RFn,,1679,Gd,8125,,,42,5,6,1408,1994,1998,193500
1437,,,No,988,Rec,200,576,Unf,,1437,TA,14175,,,0,6,5,1188,1956,1987,168000
1180,,,No,0,Unf,700,252,Unf,,1180,Fa,11600,,,0,5,4,700,1922,1950,137500
738,,,No,193,GLQ,545,540,Fin,,1476,Gd,8633,,,35,5,6,738,2005,2005,173500
697,,,No,551,BLQ,121,300,Unf,,1369,TA,6629,,,0,6,6,672,1925,1950,103600
1208,,,No,767,ALQ,441,546,RFn,,1208,TA,11250,,,42,6,6,1208,1977,1977,165000
1839,,,No,1186,GLQ,291,416,Fin,,1839,Gd,14442,,,87,7,6,1477,1957,2004,257500
1136,,,No,892,Rec,244,384,Unf,,1136,TA,9200,,,0,6,6,1136,1965,1965,140000
855,,,No,311,ALQ,544,440,Unf,,1441,TA,2289,,,0,6,6,855,1978,1978,148500
1095,,,No,0,Unf,1095,779,Unf,,1774,TA,9600,,,0,2,4,1095,1900,1950,87000
792,,,No,0,Unf,768,240,Unf,,792,Gd,9022,,,0,8,5,768,1924,2006,109500
2046,,,Mn,0,Unf,2046,834,Fin,,2046,Gd,11844,,,82,5,8,2046,2008,2008,372500
988,,,No,827,Rec,161,572,Unf,,988,TA,9945,,,0,5,5,988,1961,1961,128500
923,,,No,543,BLQ,261,264,RFn,,923,TA,8012,,,0,5,6,923,1980,1980,143000
848,,,No,182,Rec,611,281,Unf,,1520,TA,4500,,,0,5,5,793,1932,2000,159434
1291,,,Mn,1003,GLQ,288,431,Unf,,1291,Gd,2887,,,0,5,6,1291,1996,1997,173000
1668,,,Av,1059,GLQ,567,702,Unf,,1668,Gd,11248,,,45,5,9,1626,2002,2002,285000
1195,,,No,0,Unf,1195,486,Fin,,1839,TA,16770,,,81,5,7,1195,1998,1998,221000
1190,,,Mn,828,GLQ,180,577,Fin,,2090,Gd,5062,,,0,5,7,1190,1984,1984,207500
874,,,No,0,Unf,874,578,Fin,,1761,Gd,10207,,,105,6,7,874,2007,2007,227875
551,,,No,239,GLQ,312,480,Unf,,1102,Gd,5105,,,60,5,7,551,2004,2004,148800
1419,,,Av,945,Unk,474,567,RFn,,1419,Gd,8089,,,0,6,8,1419,2007,2007,392000
1362,,,Av,20,ALQ,1342,460,Unf,,1362,Gd,7577,,,28,5,6,1362,2005,2006,194700
848,,,Gd,697,GLQ,151,420,RFn,,848,Gd,4426,,,0,5,6,848,2004,2004,141000
2444,,,Gd,1455,GLQ,989,832,Fin,,4316,Ex,21535,,,50,6,10,2444,1994,1995,755000
1238,,,Gd,965,GLQ,245,628,RFn,,2519,Gd,26178,,,27,5,7,1210,1989,1990,335000
1073,,,No,0,Unf,1073,326,Unf,,1073,TA,5400,,,0,6,5,1073,1921,1968,108480
1067,,,No,0,Unf,927,576,Unf,,1539,TA,6120,,,0,6,5,927,1936,1950,141500
1137,,,No,980,GLQ,92,551,Unf,,1137,Gd,13811,,,0,6,6,1112,1987,1987,176000
616,,,No,616,LwQ,0,205,Unf,,616,TA,6000,,,0,7,5,616,1921,1950,89000
1148,,,Mn,210,LwQ,219,308,Unf,,1148,TA,6420,,,0,7,5,980,1952,1952,123500
894,,,No,553,GLQ,224,336,Unf,,894,TA,8450,,,144,8,5,894,1965,2009,138500
1391,,,Mn,16,Unk,1375,530,Unf,,1391,Gd,4282,,,158,5,7,1391,2004,2004,196000
1800,,,Gd,1274,GLQ,526,765,Fin,,1800,Gd,14331,,,78,5,8,1800,2002,2002,312500
1164,,,No,0,Unf,1164,528,Unf,,1164,TA,9600,,,0,5,7,1164,1969,1969,140000
1264,,,No,0,Unf,1234,666,Fin,,2576,Ex,12438,,,100,5,8,1234,2006,2006,361919
1032,,,No,0,Unf,360,672,Unf,,1812,Gd,7630,,,0,9,5,360,1900,1996,140000
1484,,,Av,712,GLQ,761,606,RFn,,1484,Gd,8400,,,35,5,7,1473,2004,2005,213000
372,,,None,0,None,0,0,None,,1092,Fa,5600,,,0,5,4,0,1930,1950,55000
1824,,,Gd,1219,GLQ,424,739,Unf,,1824,Gd,115149,,,48,5,7,1643,1971,2002,302000
1324,,,No,863,GLQ,461,550,Fin,,1324,Gd,6240,,,38,5,8,1324,2006,2006,254000
728,,,Av,0,Unf,728,400,Fin,,1456,Gd,9018,,,24,5,7,728,2007,2007,179540
904,,,No,0,Unf,876,408,Unf,,904,TA,7162,,,0,7,5,876,1966,1966,109900
729,,,No,0,Unf,270,0,None,,729,TA,4130,,,0,6,3,270,1935,2003,52000
859,,,Mn,0,Unf,859,384,RFn,,1178,TA,8712,,,0,7,4,859,1900,1950,102776
1228,,,Mn,767,GLQ,461,472,Fin,,1228,Gd,4671,,,120,5,8,1228,1988,1989,189000
960,,,Av,789,ALQ,171,576,Unf,,960,TA,9873,,,288,5,4,960,1970,1970,129000
725,,,No,533,GLQ,192,475,RFn,,1479,Gd,13517,,,44,8,6,725,1976,2005,130500
1350,,,No,0,Unf,1064,478,RFn,,1350,TA,10140,,,0,5,6,1064,1974,1974,165000
1576,,,No,0,Unf,718,704,Unf,,2554,TA,10800,,,48,8,7,718,1890,1998,159500
1178,,,No,1084,BLQ,92,439,Unf,,1178,Gd,10000,,,0,6,5,1176,1973,2000,157000
1325,,,Gd,1173,GLQ,138,983,RFn,,2418,Gd,10542,,,154,5,7,1311,1993,1994,341000
971,,,Gd,523,Unk,448,300,Unf,,971,TA,9920,,,0,6,5,971,1969,1969,128500
1742,,,Gd,1148,GLQ,594,564,RFn,,1742,Gd,6563,,,28,5,8,1742,1985,1985,275000
848,,,Av,662,GLQ,186,420,Unf,,848,Gd,4426,,,0,5,6,848,2004,2004,143000
864,,,No,191,ALQ,673,463,Unf,,864,TA,8120,,,0,7,4,864,1970,1970,124500
997,,,No,0,Unf,941,548,Unf,,1470,TA,8172,,,0,6,4,941,1954,1972,135000
1698,,,No,1234,GLQ,464,768,Unf,,1698,Ex,13286,,,64,5,9,1698,2007,2008,320000
864,,,No,375,Unk,250,660,Unf,,864,Gd,6960,,,0,6,4,864,1970,1970,120500
1680,,,No,808,GLQ,72,540,Fin,,1680,Gd,21695,,,44,9,6,880,1988,2007,222000
1232,,,Av,724,GLQ,508,632,Unf,,1232,Gd,7314,,,0,5,7,1232,2007,2007,194500
1776,,,No,0,Unf,1584,888,Unf,,1776,TA,11475,,,25,5,5,1584,1958,1958,110000
848,,,No,152,BLQ,628,539,Unf,,1208,TA,6240,,,23,5,4,780,1925,1950,103000
1616,,,No,1180,GLQ,415,608,RFn,,1616,Gd,5389,,,152,5,8,1595,1995,1996,236500
1146,,,Av,786,GLQ,82,438,Unf,,1146,Gd,9590,,,22,5,7,868,2003,2003,187500
1153,,,Av,252,ALQ,901,541,Fin,,2031,Gd,11404,,,84,5,7,1153,1998,1999,222500
1144,,,No,594,BLQ,270,264,RFn,,1144,TA,10000,,,0,6,5,864,1961,1983,131400
948,,,No,0,Unf,948,300,Unf,,948,TA,8978,,,0,5,5,948,1968,1968,108000
880,,,Mn,390,Unk,490,320,Unf,,1768,TA,10800,,,341,7,7,880,1914,1970,163000
1040,,,None,0,None,0,400,Unf,,1040,TA,8544,,,0,4,3,0,1950,1950,93500
901,,,No,0,Unf,893,800,Unf,,1801,Gd,10463,,,116,5,8,893,2005,2005,239900
1200,,,Gd,1200,GLQ,0,0,None,,1200,TA,10800,,,0,5,5,1200,1987,1988,179000
864,,,No,0,Unf,864,572,RFn,,1728,Gd,9313,,,56,5,7,864,2004,2004,190000
768,,,No,0,Unf,264,360,Unf,,1432,TA,9600,,,0,7,5,264,1910,2002,132000
912,,,Mn,832,GLQ,80,288,Unf,,912,Gd,6768,,,0,8,6,912,1961,1996,142000
1349,,,No,0,Unf,1349,539,Unf,,1349,TA,8450,,,55,5,7,1349,2000,2001,179000
1464,,,Av,444,ALQ,76,480,RFn,,1464,TA,12886,,,0,6,5,520,1963,1999,175000
1337,,,No,733,GLQ,604,462,RFn,,1337,Gd,5395,,,0,5,8,1337,1993,1993,180000
1175,,,No,575,GLQ,487,831,Fin,,2715,Gd,8963,,,204,9,8,1142,1976,1996,299800
980,,,No,300,GLQ,652,554,Fin,,2256,Gd,8795,,,54,5,7,952,2000,2000,236000
1320,,,No,0,Unf,1240,864,Unf,,2640,Gd,11700,,,0,7,7,1240,1880,2003,265979
1720,,,No,919,GLQ,801,527,Fin,,1720,Gd,10593,,,56,5,7,1720,1996,1996,260400
1088,,,None,0,None,0,240,Unf,,1529,TA,8405,,,0,3,4,0,1945,1950,98000
792,,,No,0,Unf,576,0,None,,1140,TA,8800,,,160,7,4,576,1910,2004,96500
660,,,No,0,Unf,660,400,Fin,,1320,Gd,7750,,,48,5,7,660,2003,2003,162000
1494,,,Gd,1200,GLQ,279,576,RFn,,1494,Gd,9236,,,27,5,6,1479,1997,1997,217000
1038,,,Mn,0,Unf,1030,878,RFn,,2098,Ex,10240,,,52,5,8,1030,2005,2005,275500
1026,,,No,439,GLQ,115,440,RFn,,1026,Gd,7930,,,48,8,6,1026,1969,2005,156000
742,,,No,381,GLQ,348,440,Unf,,1471,TA,3230,,,24,5,6,729,1999,1999,172500
866,,,Av,20,GLQ,846,578,RFn,,1768,Gd,10769,,,105,5,8,866,2007,2007,212000
672,,,Mn,438,Rec,234,440,Fin,,1386,TA,11616,,,0,5,6,672,1978,1978,158900
757,,,No,549,ALQ,195,440,Unf,,1501,TA,2280,,,0,5,7,744,1999,1999,179400
1328,,,Av,56,LwQ,1198,752,RFn,,2531,Gd,12257,,,98,5,8,1318,1995,1995,290000
864,,,No,612,Rec,252,300,Unf,,864,TA,9100,,,0,6,6,864,1959,1959,127500
1301,,,Mn,405,LwQ,740,440,Unf,,1301,Fa,6911,,,0,5,5,1145,1924,1950,100000
764,,,Mn,24,GLQ,732,614,Unf,,1547,Gd,8640,,,45,5,7,756,2009,2009,215200
1268,,,Mn,1163,GLQ,89,856,Unf,,2365,Gd,9430,,,128,5,8,1252,1999,1999,337000
1494,,,Av,437,LwQ,0,481,Fin,,1494,Ex,9549,,,30,5,8,1494,1995,1996,270000
1506,,,No,0,Unf,1498,592,Unf,,1506,Ex,14587,,,174,5,9,1498,2008,2008,264132
980,,,No,394,Unk,586,496,Unf,,1714,TA,10421,,,66,5,7,980,1988,1988,196500
983,,,Mn,660,ALQ,323,423,Unf,,1750,TA,12508,,,0,7,6,983,1940,1985,160000
1836,,,No,24,GLQ,1836,484,Fin,,1836,Gd,9100,,,33,5,7,1860,2004,2005,216837
1690,,,Gd,1416,ALQ,234,841,Fin,,3279,Ex,53504,,,36,5,8,1650,2003,2003,538000
858,,,Av,685,GLQ,173,576,Unf,,858,TA,7252,,,0,5,5,858,1982,1982,134900
1220,,,No,836,LwQ,0,396,Unf,,1220,TA,8877,,,0,5,4,836,1951,1951,102000
1117,,,Av,422,ALQ,480,672,Unf,,1117,TA,7819,,,0,5,6,1029,1976,1976,107000
912,,,No,456,Rec,456,275,RFn,,912,TA,10150,,,0,5,5,912,1958,1958,114500
1973,,,Av,0,Unf,1935,895,Fin,,1973,Gd,14226,,,45,5,8,1935,2006,2006,395000
1204,,,No,866,GLQ,338,412,Unf,,1204,TA,4500,,,247,5,6,1204,1998,1998,162000
1614,,,Av,20,GLQ,1594,865,RFn,,1614,Gd,11210,,,59,5,7,1614,2005,2006,221500
894,,,No,762,ALQ,102,440,Unf,,894,TA,13350,,,0,5,5,864,1974,1974,142500
2020,,,None,0,None,0,630,Unf,,2020,TA,8400,,,0,5,5,0,1977,1977,144000
1004,,,Gd,975,GLQ,0,504,Unf,,1004,TA,10530,,,0,5,6,975,1977,1977,135000
1253,,,No,0,Unf,1237,402,Fin,,1253,TA,7875,,,21,5,7,1237,1995,1996,176000
810,,,No,387,ALQ,374,484,RFn,,1603,Gd,7153,,,124,5,6,761,1992,1992,175900
1430,,,No,0,Unf,1413,605,RFn,,1430,Gd,16285,,,33,5,7,1413,2001,2002,187100
1110,,,Av,1097,GLQ,0,602,Fin,,1110,Gd,9101,,,30,6,5,1097,1978,1978,165500
742,,,No,0,Unf,742,0,None,,1484,TA,6300,,,291,6,6,742,1914,2001,128000
1342,,,No,251,Rec,491,457,Unf,,1342,TA,9790,,,0,5,6,1372,1967,1967,161500
966,,,No,686,LwQ,0,416,Unf,,1652,TA,10800,,,0,6,5,686,1915,1950,139000
956,,,No,656,GLQ,300,618,RFn,,2084,Gd,10142,,,45,5,7,956,2004,2004,233000
901,,,No,0,Unf,901,281,Unf,,901,TA,6000,,,0,7,4,901,1954,2000,107900
976,,,Gd,568,LwQ,264,444,Fin,,2087,Gd,12205,,,168,8,6,832,1966,2007,187500
1145,,,No,16,GLQ,1129,397,Fin,,1145,Gd,3182,,,16,5,7,1145,2005,2006,160200
1062,,,Av,539,ALQ,490,539,RFn,,1062,TA,11333,,,0,5,6,1029,1976,1976,146800
1127,,,Av,862,Unk,255,455,Unf,,2013,TA,9920,,,130,5,7,1117,1996,1997,269790
1496,,,Av,0,Unf,1496,474,Unf,,1496,Gd,9158,,,130,5,8,1496,2007,2007,225000
1086,,,No,0,Unf,712,409,Fin,,1895,Gd,10832,,,46,5,7,712,1994,1996,194500
888,,,No,0,Unf,650,476,Unf,,1564,TA,8400,,,50,6,6,650,1980,1981,171000
1285,,,No,0,Unf,660,528,RFn,,1285,TA,8197,,,0,5,6,660,1977,1977,143500
773,,,No,570,Unk,203,240,Unf,,773,TA,7677,,,0,5,5,773,1953,1953,110000
1966,,,No,0,Unf,1926,820,Fin,,3140,Ex,13518,,,78,5,9,1926,2008,2009,485000
981,,,No,569,ALQ,162,240,Unf,,1768,Gd,7200,,,0,7,5,731,1937,1950,175000
